,tic,url,supply_chain_risk,regulatory_risk,inflationary_risk,macro_risk,debt_risk,liquidity_risk,doctype,gvkey,lpermno,datadate,fyear,sic,sic3,td,long_debt_dum,me,l_a,l_sale,div_d,age,atr,smalltaxlosscarry,largetaxlosscarry,l_emp,l_ppent,l_laborratio,Inv,Ch_Cash,Div,Ch_Debt,Ch_Eqty,Ch_WC,CF,td_a,td_mv,mb,prof_a,ppe_a,cash_a,xrd_a,dltt_a,invopps_FG09,sales_g,dv_a,short_debt,_merge
59,BLL,https://www.sec.gov/Archives/edgar/data/9389/000155837020001005/bll-20191231x10k1a847a.htm,7.0,5.0,0.0,7.0,3.0,2.0,Risk Section,1988.0,57568.0,2019-12-31,2019.0,3411.0,341.0,8056.0,1.0,20994.145,9.761924,9.347839,1.0,0.0,0.11145997,,,2.9601052,8.457443,5.5503297,0.024308756,0.062096775,0.010483871,0.0640553,-0.054435484,-0.011808756,0.08726958,0.4640553,0.2773136,2.0394669,0.10679723,0.27125576,0.104032256,0.0025345623,0.37546083,1.6651709,,0.010483871,0.1909136,both
60,BAC,https://www.sec.gov/Archives/edgar/data/70858/000007085820000011/bac-1231201910xk.htm,4.0,34.0,1.0,18.0,20.0,30.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
61,BK,https://www.sec.gov/Archives/edgar/data/1390777/000139077720000044/form10-k4q19.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
62,BAX,https://www.sec.gov/Archives/edgar/data/10456/000156459019003727/bax-10k_20181231.htm,4.0,7.0,1.0,9.0,1.0,2.0,Risk Section,2086.0,27887.0,2019-12-31,2019.0,2834.0,283.0,5961.0,1.0,42324.68,9.808792,9.33803,1.0,0.0,0.0,0.0,1.0,3.9318256,8.541105,4.6288867,0.060462814,0.0822844,0.0232507,0.10350135,-0.050239105,0.025999011,0.11273567,0.3276535,0.12345275,2.8931832,0.14983785,0.28142694,0.18331227,0.032704886,0.2923652,2.656603,,0.0232507,0.10770005,both
63,BDX,https://www.sec.gov/Archives/edgar/data/10795/000001079519000044/bdx2019-09x3010xk.htm,4.0,12.0,0.0,8.0,0.0,1.0,Risk Section,2111.0,39642.0,2019-09-30,2019.0,3841.0,384.0,19390.0,1.0,68407.21,10.854469,9.757884,1.0,0.0,0.0,,,4.263989,8.641179,4.3911796,0.014314692,-0.012479475,0.019008983,-0.039292958,0.0,0.011107892,0.06013716,0.3745774,0.22084984,1.9142898,0.097054,0.10932097,0.011977205,0.020515792,0.34929007,1.7060906,,0.019008983,0.067509025,both
64,BRK-B,https://www.sec.gov/Archives/edgar/data/1067983/000156459020005874/brka-10k_20191231.htm,1.0,6.0,0.0,0.0,2.0,3.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
65,BBY,https://www.sec.gov/Archives/edgar/data/764478/000076447819000009/bby-2019x10k.htm,5.0,8.0,1.0,5.0,2.0,2.0,Risk Section,2184.0,85914.0,2019-01-31,2018.0,5731.0,573.0,1388.0,1.0,15740.246,9.46506,10.666138,1.0,0.0,0.22457626,1.0,0.0,4.836282,7.8284364,2.9997244,-0.03937679,0.06852182,0.038524147,-0.0037206418,-0.11371212,-0.0010851872,0.18510193,0.10758856,0.08103573,1.9638203,0.21207659,0.19455856,0.1692892,0.0,0.103247814,1.3767875,,0.038524147,0.04034582,both
66,BIO,https://www.sec.gov/Archives/edgar/data/12208/000001220819000014/a10k123118.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section,2220.0,61508.0,2019-12-31,2019.0,3826.0,382.0,651.134,1.0,11073.518,8.988303,7.745721,0.0,0.0,0.22219726,1.0,0.0,2.2104697,6.5542283,4.458473,0.026082244,0.028529283,0.0,-8.0286096e-05,-0.0023913519,-0.01282792,0.05708316,0.08130171,0.055535465,1.6640723,0.04864588,0.08755392,0.13988234,0.025310721,0.02367341,1.33554,,0.0,0.70882034,both
67,BIIB,https://www.sec.gov/Archives/edgar/data/875045/000087504520000005/biib-20191231x10k.htm,9.0,26.0,1.0,3.0,4.0,2.0,Risk Section,24468.0,76841.0,2019-12-31,2019.0,2836.0,283.0,6441.1,1.0,51690.367,10.212233,9.573447,0.0,0.0,0.1643369,1.0,0.0,2.1282318,8.20939,6.207638,-0.017276008,0.062021054,0.0,0.0,-0.18351789,-0.007608053,0.26021963,0.23650691,0.1108023,2.4080467,0.29257223,0.13491443,0.1643479,0.091667496,0.17888105,2.1718378,,0.0,0.24365403,both
68,BLK,https://www.sec.gov/Archives/edgar/data/1364742/000156459020007807/blk-10k_20191231.htm,2.0,25.0,0.0,12.0,4.0,7.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
69,BA,https://www.sec.gov/Archives/edgar/data/12927/000001292720000014/a201912dec3110k.htm,5.0,3.0,0.0,5.0,1.0,0.0,Risk Section,2285.0,19561.0,2019-12-31,2019.0,3721.0,372.0,28532.0,1.0,183373.23,11.802793,11.348263,1.0,0.0,0.0,,,5.0882134,9.5240555,4.4419575,0.011449954,0.01315622,0.034649204,0.09891862,-0.021260992,0.03470159,-0.018402245,0.21352293,0.13464509,2.4367838,0.05874649,0.10240599,0.07506081,0.024089804,0.1567072,1.5888022,,0.034649204,0.2660872,both
70,BKNG,https://www.sec.gov/Archives/edgar/data/1075531/000107553120000011/bkng1231201910k.htm,0.0,8.0,0.0,3.0,2.0,1.0,Risk Section,119314.0,86783.0,2019-12-31,2019.0,7370.0,737.0,9251.0,1.0,85059.336,9.97124,9.620195,0.0,0.0,0.18345082,1.0,0.0,3.310543,7.2145042,3.9404044,-0.32940847,0.17227362,0.0,-0.0011681152,-0.18351789,0.025651809,0.22656761,0.4322493,0.09809105,4.697147,0.2751612,0.06345201,0.34249136,0.0,0.37856275,4.5254555,,0.0,0.12420279,both
71,BWA,https://www.sec.gov/Archives/edgar/data/908255/000090825520000014/a2019123110k.htm,12.0,1.0,1.0,5.0,0.0,1.0,Risk Section,28742.0,79545.0,2019-12-31,2019.0,3714.0,371.0,2045.0,1.0,8953.9795,9.180087,9.227001,1.0,0.0,0.38550246,1.0,0.0,3.4011974,8.010028,4.6423993,0.05040198,0.0095856525,0.014430014,-0.014533086,-0.010307153,0.023294166,0.09925789,0.21078128,0.18592633,1.4378457,0.17182024,0.3102453,0.08575551,0.042568542,0.17944753,1.117632,,0.014430014,0.14865525,both
72,BXP,https://www.sec.gov/Archives/edgar/data/1037540/000165642319000006/bxpandbplp201810-k.htm,1.0,1.0,1.0,6.0,19.0,2.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
73,BSX,https://www.sec.gov/Archives/edgar/data/885725/000088572520000012/a2019form10-k.htm,0.0,16.0,0.0,6.0,3.0,6.0,Risk Section,25279.0,77605.0,2019-12-31,2019.0,3845.0,384.0,10351.0,1.0,63078.418,10.327611,9.281264,0.0,0.0,0.0,,,3.6109178,7.7898684,4.2059355,0.1649272,-0.0072632097,0.0,0.09141175,0.0018975952,0.0052674627,0.06435465,0.33865532,0.1409653,2.6097307,0.10076886,0.07901194,0.018419761,0.038409945,0.29013577,2.377871,,0.0,0.14327118,both
74,BMY,https://www.sec.gov/Archives/edgar/data/14272/000001427220000082/bmy-20191231x10xk.htm,6.0,13.0,0.0,5.0,2.0,1.0,Risk Section,2403.0,19393.0,2019-12-31,2019.0,2834.0,283.0,47538.0,1.0,144491.69,11.774858,10.171413,1.0,0.0,0.3058135,,,3.4339871,8.847504,5.4461627,0.07518624,0.045473434,0.020616574,0.13585083,-0.056178045,-0.023179216,0.06160346,0.3658345,0.24755548,1.7148747,0.065774485,0.053530753,0.11845872,0.047312688,0.33906144,1.1584063,,0.020616574,0.07318356,both
75,AVGO,https://www.sec.gov/Archives/edgar/data/1730168/000173016819000144/avgo-11032019x10k.htm,6.0,7.0,0.0,13.0,4.0,1.0,Risk Section,180711.0,93002.0,2019-10-31,2019.0,3674.0,367.0,32798.0,1.0,116554.3,11.11978,10.025573,1.0,0.0,0.0,1.0,0.0,2.9957323,7.8501034,4.905275,0.22849777,0.011304876,0.06274725,0.1960796,-0.03667047,0.0032595973,0.14314076,0.48594669,0.21960157,2.357375,0.15280104,0.03800394,0.074896656,0.06957758,0.4446535,2.2459855,,0.06274725,0.08497469,both
76,BR,https://www.sec.gov/Archives/edgar/data/1383312/000138331219000042/br-20190630xform10xk.htm,0.0,6.0,0.0,2.0,1.0,0.0,Risk Section,176928.0,91849.0,2019-06-30,2019.0,7373.0,737.0,1470.4,1.0,14593.824,8.263771,8.380732,1.0,0.0,0.2061584,1.0,0.0,2.4849067,5.247024,2.8438518,0.11170665,0.0023707063,0.054423172,0.10709408,-0.09449326,0.039503183,0.1558997,0.3789007,0.09153259,4.470076,0.21266782,0.048702553,0.07047698,0.0,0.3789007,4.169818,,0.054423172,0.0,both
77,CHRW,https://www.sec.gov/Archives/edgar/data/1043277/000104327720000016/chrw-20191231.htm,2.0,0.0,0.0,3.0,1.0,0.0,Risk Section,65609.0,85459.0,2019-12-31,2019.0,4213.0,421.0,1556.057,1.0,10548.789,8.4426985,9.6362295,1.0,0.0,0.22268432,1.0,0.0,2.7989264,6.254373,3.5163298,0.024354134,0.014919651,0.059854,-0.024132418,-0.056337778,-0.027535735,0.17959799,0.3352805,0.12854826,2.9129379,0.1906084,0.11188888,0.09649908,0.0,0.29128948,2.634347,,0.059853997,0.13120663,both
78,COG,https://www.sec.gov/Archives/edgar/data/858470/000085847020000012/cog-12312019x10k.htm,4.0,17.0,0.0,3.0,2.0,3.0,Risk Section,20548.0,76082.0,2019-12-31,2019.0,1311.0,131.0,1255.826,1.0,6927.874,8.408995,7.633504,1.0,0.0,0.24344385,1.0,0.0,0.43631756,8.266838,8.869887,0.12121357,0.047132708,0.032428585,-0.0015599772,-0.11821351,-0.01729658,0.32054836,0.2798657,0.15345456,2.0644364,0.28579876,0.8672631,0.047642373,0.0,0.2597812,1.7355461,,0.032428585,0.071764715,both
79,CDNS,https://www.sec.gov/Archives/edgar/data/813672/000081367220000007/cdns1228201910-k.htm,3.0,3.0,0.0,6.0,9.0,2.0,Risk Section,13421.0,11403.0,2019-12-31,2019.0,7372.0,737.0,456.359,1.0,19410.742,8.11887,7.756332,0.0,0.0,0.0,1.0,0.0,2.205854,5.9327703,3.8409712,0.03148672,0.051206578,0.0,-0.029786505,-0.10243162,-0.0018795285,0.21491142,0.1359334,0.022970589,6.155403,0.1863974,0.11205624,0.21005741,0.27878323,0.12832056,5.7806754,,0.0,0.05600415,both
80,CZR,https://www.sec.gov/Archives/edgar/data/1590895/000156459020007599/eri-10k_20191231.htm,2.0,7.0,0.0,1.0,3.0,0.0,Risk Section,21808.0,14882.0,2019-12-31,2019.0,7990.0,799.0,3738.158,1.0,4626.2153,8.637737,7.8352823,0.0,0.0,0.35187793,1.0,0.0,2.8033605,7.9387107,5.197514,-0.065514855,-0.005338661,0.0,-0.12463317,-0.0014620906,-0.0039432305,0.055241745,0.66272897,0.4469143,1.6220948,0.11877913,0.49689153,0.043339368,0.0,0.61554104,1.4490687,,0.0,0.07120245,both
81,CPB,https://www.sec.gov/Archives/edgar/data/16732/000001673219000070/cpb-7282019x10xk.htm,5.0,5.0,0.0,1.0,1.0,0.0,Risk Section,2663.0,25320.0,2019-07-31,2019.0,2030.0,203.0,8474.0,1.0,12443.34,9.484025,9.0004835,1.0,0.0,0.2416,1.0,0.0,2.9957323,7.806289,4.861443,-0.011636751,-0.0035746882,0.032172192,-0.08815029,-0.00060845754,-0.011256465,0.1057195,0.64450866,0.40511844,1.8625145,0.11826894,0.18672042,0.002357773,0.0069212047,0.54023427,1.5206374,,0.032172192,0.161789,both
82,COF,https://www.sec.gov/Archives/edgar/data/927628/000092762820000102/cof-12312019x10k.htm,2.0,34.0,0.0,7.0,13.0,14.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
83,CAH,https://www.sec.gov/Archives/edgar/data/721371/000072137119000090/a19q4_10kx063019xform10-k.htm,0.0,8.0,1.0,14.0,2.0,2.0,10K,2751.0,21371.0,2019-06-30,2019.0,5122.0,512.0,8031.0,1.0,14082.9,10.620424,11.888165,1.0,0.0,0.22069754,,,3.9219732,7.765145,3.862748,-0.0082513485,0.018748626,0.014085882,-0.026902327,-0.014989137,-0.018431267,0.066474624,0.19605498,0.36316523,1.1893147,0.0650343,0.05751532,0.061787467,0.0,0.18502063,0.49830335,,0.014085882,0.05628191,both
84,KMX,https://www.sec.gov/Archives/edgar/data/1170010/000117001019000040/kmx0228201910-k.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section,64410.0,89508.0,2019-02-28,2018.0,5500.0,550.0,14204.664,1.0,10400.446,9.837234,9.859828,0.0,0.0,0.24298306,0.0,0.0,3.293835,7.947699,4.691328,0.016482273,0.0021625862,0.0,0.05607904,-0.0452293,0.062863626,0.007795119,0.75888264,0.57730544,1.3762938,0.07259406,0.15108868,0.026050352,0.0,0.7376014,1.3376961,,0.0,0.02804283,both
85,CCL,https://www.sec.gov/Archives/edgar/data/815097/000081509720000003/a2019form10-kfrontpart.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section,13498.0,75154.0,2019-11-30,2019.0,4400.0,440.0,11503.0,1.0,30834.72,10.715706,9.94391,1.0,0.0,0.022875817,0.0,0.0,4.6728287,10.548783,5.8853173,0.11711572,-0.010320032,0.030782547,0.031448357,-0.0133827515,-0.0028629766,0.119512625,0.2552932,0.27169624,1.1213928,0.120844245,0.8462426,0.011496293,0.0,0.21474543,0.9456301,,0.030782547,0.15882812,both
86,CTLT,https://www.sec.gov/Archives/edgar/data/1596783/000159678319000183/ctlt-20190630.htm,3.0,10.0,1.0,8.0,9.0,2.0,Risk Section,20228.0,14763.0,2019-06-30,2019.0,2834.0,283.0,2959.3,1.0,7900.457,8.72972,7.83122,0.0,0.0,0.14285715,0.0,1.0,2.587764,7.338043,4.827793,0.24424322,-0.010478655,0.0,0.024078265,0.17419146,0.029915912,0.035494827,0.4785414,0.2725015,2.0056367,0.09141333,0.24849612,0.055853818,0.0005336352,0.46617076,1.8290873,,0.0,0.025850708,both
87,CAT,https://www.sec.gov/Archives/edgar/data/18230/000001823020000056/cat10-k12312019.htm,2.0,3.0,0.0,6.0,3.0,5.0,Risk Section,2817.0,18542.0,2019-12-31,2019.0,3531.0,353.0,38291.0,1.0,81236.26,11.270255,10.893029,1.0,0.0,0.22273248,1.0,0.0,4.637637,9.51259,4.8846073,0.024575224,0.005124087,0.027175507,0.017921558,-0.048551362,0.03738544,0.08750462,0.48807567,0.32035372,1.849531,0.15551986,0.17243445,0.10671357,0.0215798,0.3408665,1.539955,,0.027175507,0.30161133,both
88,CBOE,https://www.sec.gov/Archives/edgar/data/1374310/000155837020001127/cboe-20191231x10k3d7487.htm,0.0,19.0,1.0,35.0,3.0,3.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
89,CBRE,https://www.sec.gov/Archives/edgar/data/1138118/000156459019005666/cbg-10k_20181231.htm,1.0,9.0,0.0,7.0,3.0,3.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
90,CDW,https://www.sec.gov/Archives/edgar/data/1402057/000140205720000042/cdw-20191231x10k.htm,3.0,3.0,0.0,4.0,6.0,0.0,Risk Section,28320.0,13949.0,2019-12-31,2019.0,5045.0,504.0,3478.5,1.0,20426.12,8.987122,9.799926,1.0,0.0,0.22417605,1.0,0.0,2.3887627,6.206374,3.911821,0.041428108,-0.0064754854,0.022926718,0.01106333,-0.08483136,-0.007175538,0.13164736,0.43484512,0.14551581,3.43341,0.1745881,0.06186714,0.019251443,0.0,0.4268195,3.0179994,,0.02292672,0.018456232,both
91,CE,https://www.sec.gov/Archives/edgar/data/1306830/000130683020000018/ce-20191231x10k.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section,162254.0,90520.0,2019-12-31,2019.0,2860.0,286.0,4115.0,1.0,14719.611,9.156518,8.7478285,1.0,0.0,0.12627292,0.0,1.0,2.1649308,8.273082,6.2297893,0.05202617,0.0025327143,0.03165893,0.04347826,-0.10521317,-0.010658505,0.14795272,0.43425497,0.21848075,2.288794,0.14636977,0.41325453,0.053081468,0.007070494,0.37885183,2.0172825,,0.03165893,0.12758201,both
92,CNC,https://www.sec.gov/Archives/edgar/data/1071739/000107173920000060/form10k.htm,1.0,9.0,1.0,3.0,4.0,2.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
93,CNP,https://www.sec.gov/Archives/edgar/data/48732/000113031020000016/cnp10k12312019.htm,9.0,18.0,0.0,5.0,5.0,5.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
94,CERN,https://www.sec.gov/Archives/edgar/data/804753/000080475320000007/a201910-k.htm,4.0,10.0,0.0,7.0,7.0,0.0,Risk Section,12850.0,10909.0,2019-12-31,2019.0,7373.0,737.0,1172.537,1.0,22817.758,8.838497,8.646922,1.0,0.0,0.1910706,1.0,0.0,3.346389,7.5923295,4.281282,0.09288515,0.009821714,0.016508954,0.08702435,-0.15651432,0.0054993588,0.18870579,0.17006545,0.048875473,3.6833131,0.22429554,0.28745985,0.07857922,0.073930375,0.16578081,3.5026875,,0.016508954,0.025194088,both
95,CF,https://www.sec.gov/Archives/edgar/data/1324404/000132440420000006/cf-12312019x10k.htm,12.0,11.0,0.0,7.0,5.0,3.0,Risk Section,163946.0,90829.0,2019-12-31,2019.0,2870.0,287.0,4240.0,1.0,10312.985,9.406894,8.431635,1.0,0.0,0.20355412,0.0,0.0,1.3862944,9.04204,7.9433093,0.02620769,-0.03245153,0.021771278,-0.06317779,-0.029165298,0.025139665,0.10787052,0.34834045,0.29134914,1.609266,0.14697666,0.69421625,0.023578705,0.0,0.34094644,1.1096244,,0.021771278,0.021226415,both
96,SCHW,https://www.sec.gov/Archives/edgar/data/316709/000031670920000012/schw-12312019x10k.htm,0.0,11.0,0.0,6.0,2.0,6.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
97,CHTR,https://www.sec.gov/Archives/edgar/data/1091667/000109166720000024/chtr12312019-10k.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section,126136.0,12308.0,2019-12-31,2019.0,4841.0,484.0,80333.0,1.0,101855.16,11.906237,10.731253,0.0,0.0,0.2083531,1.0,0.0,4.565389,10.482458,5.9275007,0.049470942,0.018786946,0.0,0.043026425,-0.04558399,0.01524415,0.07081545,0.5421019,0.44093427,1.4751408,0.11161497,0.24079548,0.023503928,0.0,0.5170122,1.1411211,,0.0,0.04628235,both
98,CVX,https://www.sec.gov/Archives/edgar/data/93410/000009341020000010/cvx12312019-10kdoc.htm,3.0,4.0,0.0,1.0,0.0,3.0,Risk Section,2991.0,14541.0,2019-12-31,2019.0,2911.0,291.0,30858.0,1.0,226820.06,12.37762,11.848433,1.0,0.0,0.479252,1.0,0.0,3.8958936,10.709606,8.07303,0.04825884,-0.015036137,0.037733544,-0.033045806,-0.012361642,-0.008040332,0.1163637,0.12996782,0.11975408,1.3479247,0.123481646,0.65101,0.026117392,0.0021059015,0.11076621,1.0278062,,0.037733544,0.14774127,both
99,CMG,https://www.sec.gov/Archives/edgar/data/1058090/000105809020000010/cmg-20191231x10k.htm,3.0,4.0,0.0,2.0,0.0,0.0,Risk Section,165914.0,91068.0,2019-12-31,2019.0,5812.0,581.0,2851.513,1.0,23233.988,8.537898,8.628085,0.0,0.0,0.23593834,1.0,0.0,4.4308167,8.2853,3.8662076,0.057198167,0.04473001,0.0,0.0,-0.039383467,0.025889372,0.14131165,0.5586159,0.10931409,5.2218676,0.14165094,0.77658445,0.17254658,0.0,0.5246977,5.100323,,0.0,0.060718294,both
100,CB,https://www.sec.gov/Archives/edgar/data/896159/000089615920000003/cb-12312019x10k.htm,0.0,25.0,2.0,8.0,10.0,7.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
101,CHD,https://www.sec.gov/Archives/edgar/data/313927/000156459020004956/chd-10k_20191231.htm,5.0,10.0,0.0,13.0,6.0,4.0,Risk Section,3026.0,23393.0,2019-12-31,2019.0,2840.0,284.0,2223.5,1.0,17262.56,8.803484,8.3797,1.0,0.0,0.20395502,1.0,0.0,1.7578579,6.5857577,5.015761,0.08314057,-0.024183616,0.03366179,-0.0073602307,-0.029621173,-0.004596389,0.12960014,0.33398923,0.11410721,3.1922615,0.15091477,0.1087061,0.023387508,0.014059543,0.293538,2.8482,,0.03366179,0.12111536,both
102,CI,https://www.sec.gov/Archives/edgar/data/1739940/000173994020000006/ci-20191231.htm,1.0,19.0,0.0,4.0,7.0,8.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
103,CINF,https://www.sec.gov/Archives/edgar/data/20286/000002028620000011/cinf-20191231x10k.htm,0.0,9.0,3.0,3.0,2.0,3.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
104,CTAS,https://www.sec.gov/Archives/edgar/data/723254/000072325419000021/ctas531201910k.htm,2.0,1.0,1.0,4.0,2.0,0.0,Risk Section,3062.0,23660.0,2019-05-31,2018.0,7200.0,720.0,2849.771,1.0,22911.49,8.914177,8.8381605,1.0,0.0,0.19935068,,,3.8286414,7.2666073,3.4592462,0.03168599,-0.005658318,0.0296859,0.042021543,-0.12787041,0.038951483,0.14156243,0.38320565,0.11062234,3.677111,0.18443422,0.19238268,0.01299575,0.0,0.34121585,3.4885702,,0.0296859,0.10957512,both
105,CSCO,https://www.sec.gov/Archives/edgar/data/858877/000085887719000012/csco-2019727x10k.htm,13.0,5.0,0.0,9.0,2.0,0.0,Risk Section,20779.0,76076.0,2019-07-31,2019.0,3576.0,357.0,24666.0,1.0,235450.0,11.490608,10.857151,1.0,0.0,0.20245694,1.0,0.0,4.342506,7.933797,3.6040218,-0.15171842,0.028417166,0.061139345,-0.011084638,-0.18351789,-0.01216856,0.16303825,0.25222665,0.09482692,3.0643501,0.16304848,0.028519424,0.34188542,0.067254305,0.14801674,2.7546308,,0.061139345,0.41315982,both
106,C,https://www.sec.gov/Archives/edgar/data/831001/000083100120000031/c-12312019x10k.htm,0.0,68.0,3.0,103.0,54.0,34.0,10K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
107,CFG,https://www.sec.gov/Archives/edgar/data/759944/000075994420000030/citizens10-kx2019.htm,3.0,28.0,0.0,6.0,2.0,10.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
108,CTXS,https://www.sec.gov/Archives/edgar/data/877890/000087789020000051/ctxs-20191231.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section,61676.0,82686.0,2019-12-31,2019.0,7372.0,737.0,999.333,1.0,14424.431,8.38684,8.009883,1.0,0.0,0.0,1.0,0.0,2.2407098,6.0846086,3.9540968,-0.23599145,-0.01663391,0.041683774,-0.26532617,-0.1237355,0.043400824,0.1781201,0.2276942,0.064791776,4.0956945,0.1605354,0.09980756,0.13415948,0.11822414,0.21697974,3.533507,,0.041683774,0.047056384,both
109,CLX,https://www.sec.gov/Archives/edgar/data/21076/000002107619000012/fy19clx10k.htm,4.0,2.0,1.0,7.0,2.0,0.0,10K,3121.0,46578.0,2019-06-30,2019.0,2842.0,284.0,2692.0,1.0,19243.783,8.540128,8.73456,1.0,0.0,0.19921875,1.0,0.0,2.2823825,6.942157,4.7664385,0.03831118,-0.0041047693,0.09577795,0.036942925,-0.1292025,-0.028342456,0.22224393,0.52619237,0.12272186,4.652225,0.25156373,0.20211102,0.021696638,0.026583267,0.4483972,4.339201,,0.09577795,0.14784546,both
110,CME,https://www.sec.gov/Archives/edgar/data/1156375/000115637520000013/cme-2019123110k.htm,3.0,15.0,0.0,22.0,4.0,4.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
111,CMS,https://www.sec.gov/Archives/edgar/data/201533/000081115620000004/a2019form10-kxcmsenerg.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
112,KO,https://www.sec.gov/Archives/edgar/data/21344/000002134420000006/a2019123110-k.htm,6.0,1.0,0.0,3.0,2.0,1.0,Risk Section,3144.0,11308.0,2019-12-31,2019.0,2086.0,208.0,44155.0,1.0,236898.0,11.366523,10.525837,1.0,0.0,0.16798806,1.0,0.0,4.4682045,9.410092,4.9533405,0.04602864,-0.029879255,0.07924196,-0.021312557,-0.0010534724,-0.0016091502,0.11775738,0.5111657,0.1571056,3.5227423,0.13761128,0.14135052,0.12936872,0.0,0.3314039,3.2246397,,0.07924196,0.35167027,both
113,CTSH,https://www.sec.gov/Archives/edgar/data/1058290/000105829020000008/ctsh20191231-10k.htm,2.0,4.0,0.0,3.0,0.0,1.0,Risk Section,111864.0,86158.0,2019-12-31,2019.0,7370.0,737.0,1711.0,1.0,33986.96,9.693013,9.728122,1.0,0.0,0.25875252,1.0,0.0,5.2522736,7.712444,2.033532,-0.0980005,0.09158233,0.027956061,-0.0017279685,-0.12885708,-0.006233029,0.15212293,0.105591215,0.04792991,2.4172401,0.20482597,0.1379289,0.21130586,0.0,0.09010121,2.2429757,,0.027956061,0.14669783,both
114,CL,https://www.sec.gov/Archives/edgar/data/21665/000002166520000004/cl-12312019x10k.htm,5.0,3.0,0.0,9.0,1.0,0.0,Risk Section,3170.0,18729.0,2019-12-31,2019.0,2844.0,284.0,8483.0,1.0,58837.688,9.61807,9.66097,1.0,0.0,0.24641834,,,3.563883,8.35538,4.819999,0.13961686,0.0104429955,0.10735666,0.09631502,-0.046827193,-0.0043235333,0.2079287,0.56425434,0.12600881,4.905859,0.28455502,0.2828256,0.060263403,0.018690968,0.5204204,4.4643106,,0.10735666,0.07768478,both
115,CMCSA,https://www.sec.gov/Archives/edgar/data/902739/000116669120000008/cmcsa-12312019x10k.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section,3226.0,89525.0,2019-12-31,2019.0,4841.0,484.0,111989.0,1.0,204749.94,12.4814825,11.598571,1.0,0.0,0.21954572,1.0,0.0,5.2522736,10.709606,5.618874,0.05634097,0.006377793,0.014179201,-0.018935971,-0.001913338,0.009543912,0.097747274,0.42514446,0.3535688,1.4632401,0.13005383,0.19877455,0.02752701,0.0,0.40552893,1.0945984,,0.014179201,0.04613846,both
116,CMA,https://www.sec.gov/Archives/edgar/data/28412/000002841220000034/a201910k.htm,2.0,11.0,1.0,6.0,4.0,7.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
117,CAG,https://www.sec.gov/Archives/edgar/data/23217/000002321719000006/cag-2019x10k.htm,5.0,2.0,1.0,1.0,0.0,0.0,Risk Section,3362.0,56274.0,2019-05-31,2018.0,2000.0,200.0,10677.3,1.0,13012.495,10.008469,9.163081,1.0,0.0,0.24338153,1.0,0.0,2.944439,7.781681,4.890892,0.23255815,0.0048888526,0.016035078,0.18279178,0.024943953,0.00027910576,0.045746338,0.48066065,0.45071307,1.2533513,0.082763866,0.10782937,0.010651037,0.0025254572,0.47968832,,,0.016035078,0.0020229833,both
